398,"Treveon Graham, SG",Charlotte Hornets,"$543,471 "
399,"Julyan Stone, PG",Charlotte Hornets,"$543,471 "
400,"Marcus Paige, PG",Charlotte Hornets,"$543,471 "
401,"Rasheed Sulaimon, G",Charlotte Hornets,"$543,471 "
402,"Nick Zeisloft, SG",Indiana Pacers,"$543,471 "
403,"Thomas Walkup, SG",Chicago Bulls,"$543,471 "
404,"Diamond Stone, C",LA Clippers,"$543,471 "
405,"Nicolas Brussino, SF",Dallas Mavericks,"$543,471 "
406,"Jonathan Holmes, PF",Boston Celtics,"$543,471 "
407,"Richard Solomon, PF",Atlanta Hawks,"$543,471 "
408,"Jonathan Gibson, PG",Dallas Mavericks,"$469,943 "
409,"Toney Douglas, PG",Memphis Grizzlies,"$379,159 "
410,"Joel Anthony, PF",San Antonio Spurs,"$346,034 "
RK,NAME,TEAM,SALARY
411,"Ryan Kelly, PF",Atlanta Hawks,"$286,785 "
412,"Ronnie Price, PG",Phoenix Suns,"$276,828 "
413,"Deron Williams, PG",Dallas Mavericks,"$259,526 "
414,"Isaiah Taylor, PG",Houston Rockets,"$255,000 "
415,"Norris Cole, PG",Oklahoma City Thunder,"$247,991 "
416,"Jose Calderon, PG",Los Angeles Lakers,"$247,991 "
417,"Lamar Patterson, SG",Atlanta Hawks,"$246,956 "
418,"Andrew Bogut, C",Dallas Mavericks,"$242,224 "
419,"Matt Barnes, SF",Sacramento Kings,"$242,224 "
420,"Okaro White, PF",Miami Heat,"$210,995 "
RK,NAME,TEAM,SALARY
421,"Yogi Ferrell, PG",Brooklyn Nets,"$207,798 "
422,"Larry Sanders, PF",Cleveland Cavaliers,"$207,722 "
423,"Jordan Crawford, SG",New Orleans Pelicans,"$173,099 "
424,"Johnny O'Bryant III, PF",Charlotte Hornets,"$161,483 "
425,"Chasson Randle, PG",Philadelphia 76ers,"$143,860 "
426,"Omri Casspi, SF",Sacramento Kings,"$138,414 "
427,"Briante Weber, PG",Charlotte Hornets,"$128,623 "
428,"Ray McCallum, PG",Charlotte Hornets,"$121,112 "
429,"Manny Harris, PG",Dallas Mavericks,"$115,344 "
430,"Hollis Thompson, SF",Philadelphia 76ers,"$115,344 "
RK,NAME,TEAM,SALARY
431,"Derrick Williams, PF",Miami Heat,"$115,344 "
432,"Shawn Long, PF",Philadelphia 76ers,"$89,513 "
433,"Wayne Selden, SG",Memphis Grizzlies,"$83,119 "
434,"Troy Williams, SF",Memphis Grizzlies,"$76,725 "
435,"Archie Goodwin, SG",Brooklyn Nets,"$75,000 "
436,"David Nwaba, PG",Los Angeles Lakers,"$73,528 "
437,"Mike Tobey, C",Charlotte Hornets,"$67,135 "
438,"Jarrett Jack, PG",New Orleans Pelicans,"$57,672 "
439,"Justin Harper, PF",Philadelphia 76ers,"$57,672 "
440,"Anthony Brown, SF",Orlando Magic,"$57,672 "
441,"Alonzo Gee, SF",Denver Nuggets,"$57,672 "
442,"Jarell Eddie, SG",Phoenix Suns,"$57,672 "
443,"Jarrod Uthoff, SF",Dallas Mavericks,"$47,953 "
444,"Alex Poythress, SF",Philadelphia 76ers,"$35,166 "
445,"Gary Payton II, PG",Milwaukee Bucks,"$35,116 "
446,"Patricio Garino, SG",Orlando Magic,"$31,969 "
447,"Marcus Georges-Hunt, SG",Orlando Magic,"$31,969 "
448,"Pierre Jackson, PG",Dallas Mavericks,"$31,969 "
449,"Elijah Millsap, SG",Phoenix Suns,"$23,069 "
450,"Quinn Cook, PG",Dallas Mavericks,"$15,984 "
RK,NAME,TEAM,SALARY
451,"Axel Toupane, SG",Milwaukee Bucks,"$15,435 "
452,"Dahntay Jones, SG",Cleveland Cavaliers,"$5,767 "
